step,key,value,unit,source
600,train.loss,0.12789466977119446,cross_entropy,EXPERIMENT
600,train.accuracy,0.96875,fraction,EXPERIMENT
626,train.epoch_loss,0.21536399471759796,cross_entropy,EXPERIMENT
626,train.epoch_accuracy,0.93825,fraction,EXPERIMENT
626,validation.loss,0.18732782697677614,cross_entropy,EXPERIMENT
626,validation.accuracy,0.9448,fraction,EXPERIMENT
626,performance.examples_per_second,1700.1373485841273,examples/second,EXPERIMENT
626,performance.epoch_duration_seconds,23.52751089981757,seconds,EXPERIMENT
626,system.cpu.percent,100.0,percent,SYSTEM
626,system.memory.used_mb,358.4921875,MB,SYSTEM
650,validation.loss,0.185164106965065,cross_entropy,EXPERIMENT
650,validation.accuracy,0.946,fraction,EXPERIMENT
650,train.loss,0.15859082341194153,cross_entropy,EXPERIMENT
650,train.accuracy,0.9453125,fraction,EXPERIMENT
700,validation.loss,0.17333690868616103,cross_entropy,EXPERIMENT
700,validation.accuracy,0.9485,fraction,EXPERIMENT
700,train.loss,0.15629814565181732,cross_entropy,EXPERIMENT
700,train.accuracy,0.9453125,fraction,EXPERIMENT
750,validation.loss,0.17285684599876402,cross_entropy,EXPERIMENT
750,validation.accuracy,0.9485,fraction,EXPERIMENT
750,train.loss,0.12807387113571167,cross_entropy,EXPERIMENT
750,train.accuracy,0.9609375,fraction,EXPERIMENT
800,validation.loss,0.1702118006825447,cross_entropy,EXPERIMENT
800,validation.accuracy,0.9497,fraction,EXPERIMENT
800,train.loss,0.14130185544490814,cross_entropy,EXPERIMENT
800,train.accuracy,0.953125,fraction,EXPERIMENT
850,validation.loss,0.15973798723220825,cross_entropy,EXPERIMENT
850,validation.accuracy,0.9521,fraction,EXPERIMENT
850,train.loss,0.16904307901859283,cross_entropy,EXPERIMENT
850,train.accuracy,0.9375,fraction,EXPERIMENT
900,validation.loss,0.15310506130456925,cross_entropy,EXPERIMENT
900,validation.accuracy,0.9525,fraction,EXPERIMENT
900,train.loss,0.07247748970985413,cross_entropy,EXPERIMENT
900,train.accuracy,0.9765625,fraction,EXPERIMENT
939,train.epoch_loss,0.14772355649471283,cross_entropy,EXPERIMENT
939,train.epoch_accuracy,0.9581,fraction,EXPERIMENT
939,validation.loss,0.15649929723739625,cross_entropy,EXPERIMENT
939,validation.accuracy,0.9525,fraction,EXPERIMENT
939,performance.examples_per_second,1702.0421953181035,examples/second,EXPERIMENT
939,performance.epoch_duration_seconds,23.501180000137538,seconds,EXPERIMENT
939,system.cpu.percent,100.0,percent,SYSTEM
939,system.memory.used_mb,358.37109375,MB,SYSTEM
940,test.loss,0.14806909989118577,cross_entropy,EXPERIMENT
940,test.accuracy,0.9572,fraction,EXPERIMENT
940,performance.run_duration_seconds,72.61942490004003,seconds,EXPERIMENT
