step,key,value,unit,source
600,validation.loss,0.17567538954019546,cross_entropy,EXPERIMENT
600,validation.accuracy,0.9465,fraction,EXPERIMENT
600,train.loss,0.11894164979457855,cross_entropy,EXPERIMENT
600,train.accuracy,0.984375,fraction,EXPERIMENT
626,train.epoch_loss,0.2196378123641014,cross_entropy,EXPERIMENT
626,train.epoch_accuracy,0.936,fraction,EXPERIMENT
626,validation.loss,0.17041645550727844,cross_entropy,EXPERIMENT
626,validation.accuracy,0.949,fraction,EXPERIMENT
626,performance.examples_per_second,1303.253928564638,examples/second,EXPERIMENT
626,performance.epoch_duration_seconds,30.692407000111416,seconds,EXPERIMENT
626,system.cpu.percent,100.0,percent,SYSTEM
626,system.memory.used_mb,375.46875,MB,SYSTEM
650,validation.loss,0.16432458827495575,cross_entropy,EXPERIMENT
650,validation.accuracy,0.9508,fraction,EXPERIMENT
650,train.loss,0.19448667764663696,cross_entropy,EXPERIMENT
650,train.accuracy,0.9296875,fraction,EXPERIMENT
700,validation.loss,0.15267506136894227,cross_entropy,EXPERIMENT
700,validation.accuracy,0.9542,fraction,EXPERIMENT
700,train.loss,0.13926191627979279,cross_entropy,EXPERIMENT
700,train.accuracy,0.9609375,fraction,EXPERIMENT
750,validation.loss,0.14431287417411803,cross_entropy,EXPERIMENT
750,validation.accuracy,0.9538,fraction,EXPERIMENT
750,train.loss,0.1055816113948822,cross_entropy,EXPERIMENT
750,train.accuracy,0.9765625,fraction,EXPERIMENT
800,validation.loss,0.14243421881198884,cross_entropy,EXPERIMENT
800,validation.accuracy,0.9554,fraction,EXPERIMENT
800,train.loss,0.1106378510594368,cross_entropy,EXPERIMENT
800,train.accuracy,0.984375,fraction,EXPERIMENT
850,validation.loss,0.12723828241825103,cross_entropy,EXPERIMENT
850,validation.accuracy,0.962,fraction,EXPERIMENT
850,train.loss,0.10136662423610687,cross_entropy,EXPERIMENT
850,train.accuracy,0.9765625,fraction,EXPERIMENT
900,validation.loss,0.1218287789463997,cross_entropy,EXPERIMENT
900,validation.accuracy,0.9636,fraction,EXPERIMENT
900,train.loss,0.16793882846832275,cross_entropy,EXPERIMENT
900,train.accuracy,0.9453125,fraction,EXPERIMENT
939,train.epoch_loss,0.13594030194282533,cross_entropy,EXPERIMENT
939,train.epoch_accuracy,0.9605,fraction,EXPERIMENT
939,validation.loss,0.11750868932008743,cross_entropy,EXPERIMENT
939,validation.accuracy,0.9644,fraction,EXPERIMENT
939,performance.examples_per_second,1339.8087316450576,examples/second,EXPERIMENT
939,performance.epoch_duration_seconds,29.85500770015642,seconds,EXPERIMENT
939,system.cpu.percent,100.0,percent,SYSTEM
939,system.memory.used_mb,375.9296875,MB,SYSTEM
940,test.loss,0.10243524742126466,cross_entropy,EXPERIMENT
940,test.accuracy,0.9698,fraction,EXPERIMENT
940,performance.run_duration_seconds,91.75619629980065,seconds,EXPERIMENT
