step,key,value,unit,source
450,train.loss,0.14056143164634705,cross_entropy,EXPERIMENT
450,train.accuracy,0.9453125,fraction,EXPERIMENT
500,validation.loss,0.22042026131153106,cross_entropy,EXPERIMENT
500,validation.accuracy,0.9374,fraction,EXPERIMENT
500,train.loss,0.3234739303588867,cross_entropy,EXPERIMENT
500,train.accuracy,0.90625,fraction,EXPERIMENT
550,validation.loss,0.20381552126407623,cross_entropy,EXPERIMENT
550,validation.accuracy,0.9425,fraction,EXPERIMENT
550,train.loss,0.17628668248653412,cross_entropy,EXPERIMENT
550,train.accuracy,0.9453125,fraction,EXPERIMENT
600,validation.loss,0.19131622138023377,cross_entropy,EXPERIMENT
600,validation.accuracy,0.9418,fraction,EXPERIMENT
600,train.loss,0.13283349573612213,cross_entropy,EXPERIMENT
600,train.accuracy,0.9609375,fraction,EXPERIMENT
626,train.epoch_loss,0.2321358508348465,cross_entropy,EXPERIMENT
626,train.epoch_accuracy,0.93185,fraction,EXPERIMENT
626,validation.loss,0.1840442487835884,cross_entropy,EXPERIMENT
626,validation.accuracy,0.9445,fraction,EXPERIMENT
626,performance.examples_per_second,1394.2174670227637,examples/second,EXPERIMENT
626,performance.epoch_duration_seconds,28.689928899984807,seconds,EXPERIMENT
626,system.cpu.percent,100.0,percent,SYSTEM
626,system.memory.used_mb,368.13671875,MB,SYSTEM
650,validation.loss,0.17681830027103423,cross_entropy,EXPERIMENT
650,validation.accuracy,0.9469,fraction,EXPERIMENT
650,train.loss,0.25526881217956543,cross_entropy,EXPERIMENT
650,train.accuracy,0.9140625,fraction,EXPERIMENT
700,validation.loss,0.16776331117153168,cross_entropy,EXPERIMENT
700,validation.accuracy,0.9526,fraction,EXPERIMENT
700,train.loss,0.15173189342021942,cross_entropy,EXPERIMENT
700,train.accuracy,0.9453125,fraction,EXPERIMENT
750,validation.loss,0.1554171394109726,cross_entropy,EXPERIMENT
750,validation.accuracy,0.9533,fraction,EXPERIMENT
750,train.loss,0.11548393219709396,cross_entropy,EXPERIMENT
750,train.accuracy,0.9765625,fraction,EXPERIMENT
800,validation.loss,0.14783864784240722,cross_entropy,EXPERIMENT
800,validation.accuracy,0.9567,fraction,EXPERIMENT
800,train.loss,0.12227877229452133,cross_entropy,EXPERIMENT
800,train.accuracy,0.9609375,fraction,EXPERIMENT
850,validation.loss,0.13817750809192658,cross_entropy,EXPERIMENT
850,validation.accuracy,0.9606,fraction,EXPERIMENT
850,train.loss,0.1306370049715042,cross_entropy,EXPERIMENT
850,train.accuracy,0.96875,fraction,EXPERIMENT
900,validation.loss,0.1340072823882103,cross_entropy,EXPERIMENT
900,validation.accuracy,0.9595,fraction,EXPERIMENT
900,train.loss,0.10685884952545166,cross_entropy,EXPERIMENT
900,train.accuracy,0.9609375,fraction,EXPERIMENT
939,train.epoch_loss,0.1485562888979912,cross_entropy,EXPERIMENT
939,train.epoch_accuracy,0.956375,fraction,EXPERIMENT
939,validation.loss,0.1237359881401062,cross_entropy,EXPERIMENT
939,validation.accuracy,0.9652,fraction,EXPERIMENT
939,performance.examples_per_second,1401.1512587312031,examples/second,EXPERIMENT
939,performance.epoch_duration_seconds,28.54795280005783,seconds,EXPERIMENT
939,system.cpu.percent,100.0,percent,SYSTEM
939,system.memory.used_mb,375.80078125,MB,SYSTEM
940,test.loss,0.1189136381983757,cross_entropy,EXPERIMENT
940,test.accuracy,0.9657,fraction,EXPERIMENT
940,performance.run_duration_seconds,87.73192010005005,seconds,EXPERIMENT
